name,rating,review,Type,headquater,years_odd,employees
Mobily Infotech,4.3,(74 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",16 years old,201-500 Employees (India)
Aplab,3.9,(74 Reviews),Public,"Thane,Maharashtra + 13 more",61 years old,501-1k Employees (India)
Sarva Shiksha Ab...,3.9,(74 Reviews),Private,Chandauli + 36 more,21 years old,501-1k Employees (Global)
Miric Biotech,2.0,(74 Reviews),Private,"Delhi/NCR,Delhi + 16 more",23 years old,1-10 Employees (India)
Chumbak Design,3.8,(74 Reviews),Private,"Bangalore,Karnataka + 19 more",13 years old,11-50 Employees (India)
Multani Pharmace...,4.3,(74 Reviews),Private,New Delhi + 8 more,37 years old,51-200 Employees (India)
Orient Blackswan,4.4,(74 Reviews),Private,Hyderabad + 15 more,75 years old,501-1k Employees (India)
Surya Hospital,3.8,(74 Reviews),Private,"Hosur,Tamil Nadu + 13 more",31 years old,501-1k Employees (India)
Schiller Healthc...,3.3,(74 Reviews),Private,"Mumbai,Maharashtra + 16 more",26 years old,201-500 Employees (India)
Dayanand Medical...,4.1,(74 Reviews),Private,Ludhiana + 3 more,59 years old,1k-5k Employees (India)
DWD Pharmaceutic...,3.7,(74 Reviews),Mumbai + 13 more,42 years old,501-1k Employees (India),
Ukay Metal Indus...,3.8,(74 Reviews),Nasik + 4 more,35 years old,501-1k Employees (India),
Toyota Boshoku A...,3.8,(74 Reviews),Private,Kariya City + 6 more,104 years old,51-200 Employees (India)
ESSPL,4.3,(74 Reviews),Private,"Bhubaneswar,Odisha",25 years old,201-500 Employees (India)
Promac Engineeri...,4.1,(74 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 2 more",51 years old,501-1k Employees (India)
KnowledgeHut,3.4,(74 Reviews),Private,"Wilmington,Delaware + 3 more",12 years old,501-1k Employees (India)
Adyard Abudhabi ...,4.5,(74 Reviews),Abu Dhabi + 6 more,27 years old,1k-5k Employees (Global),
LKP Securities,4.0,(74 Reviews),Public,"Mumbai,Maharashtra + 12 more",75 years old,501-1k Employees (India)
STAR TV,4.0,(74 Reviews),Private,Mumbai + 13 more,32 years old,201-500 Employees (Global)
Thinksys Softwar...,3.8,(74 Reviews),Private,"Sunnyvale,California",11 years old,201-500 Employees (India)
Manya Education,3.1,(74 Reviews),Private,"Delhi/NCR,Delhi + 8 more",21 years old,201-500 Employees (India)
Hansa Cequity,3.7,(74 Reviews),Private,"Bangalore,Karnataka + 4 more",15 years old,201-500 Employees (India)
LKP Securities,4.0,(74 Reviews),Public,"Mumbai,Maharashtra + 12 more",75 years old,501-1k Employees (India)
Chumbak Design,3.8,(74 Reviews),Private,"Bangalore,Karnataka + 19 more",13 years old,11-50 Employees (India)
Schiller Healthc...,3.3,(74 Reviews),Private,"Mumbai,Maharashtra + 16 more",26 years old,201-500 Employees (India)
Dayanand Medical...,4.1,(74 Reviews),Private,Ludhiana + 3 more,59 years old,1k-5k Employees (India)
Promac Engineeri...,4.1,(74 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 2 more",51 years old,501-1k Employees (India)
Connectwell Indu...,3.8,(74 Reviews),Private,Dombivli + 9 more,45 years old,501-1k Employees (India)
Saggezza,3.5,(74 Reviews),Private,"Chicago,Illinois + 6 more",18 years old,201-500 Employees (India)
Aplab,3.9,(74 Reviews),Public,"Thane,Maharashtra + 13 more",61 years old,501-1k Employees (India)
Sarva Shiksha Ab...,3.9,(74 Reviews),Private,Chandauli + 36 more,21 years old,501-1k Employees (Global)
Nando's,4.3,(74 Reviews),Private,"Putney,South West London + 9 more",36 years old,11-50 Employees (India)
Surya Hospital,3.8,(74 Reviews),Private,"Hosur,Tamil Nadu + 13 more",31 years old,501-1k Employees (India)
Multani Pharmace...,4.3,(74 Reviews),Private,New Delhi + 8 more,37 years old,51-200 Employees (India)
Mobily Infotech,4.3,(74 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",16 years old,201-500 Employees (India)
RMS,3.5,(74 Reviews),Private,"Newark,California + 11 more",35 years old,1-10 Employees (India)
Textronics Desig...,2.3,(74 Reviews),Private,"Navi Mumbai,Maharashtra",33 years old,51-200 Employees (India)
Miric Biotech,2.0,(74 Reviews),Private,"Delhi/NCR,Delhi + 16 more",23 years old,1-10 Employees (India)
Infodart Technol...,3.3,(74 Reviews),Private,"Gurgaon/Gurugram,Haryana + 11 more",16 years old,201-500 Employees (India)
Manipal Group,4.1,(74 Reviews),"Bangalore/Bengaluru,Karnataka + 14 more",70 years old,5k-10k Employees (India),
Idexcel Technolo...,3.6,(74 Reviews),Private,"Herndon,Virginia + 4 more",25 years old,51-200 Employees (India)
PubMatic,4.2,(74 Reviews),Private,"Redwood City,California",17 years old,201-500 Employees (India)
Voltamp Transfor...,3.4,(74 Reviews),Public,"Vadodara/Baroda,Gujarat + 10 more",60 years old,501-1k Employees (India)
Velocity Softwar...,4.5,(74 Reviews),Private,"Noida,Uttar Pradesh + 4 more",17 years old,11-50 Employees (India)
Anglo-French Dru...,4.1,(74 Reviews),Private,Bangalore + 15 more,100 years old,501-1k Employees (India)
Kreate Energy,3.8,(74 Reviews),New Delhi + 7 more,26 years old,51-200 Employees (India),
Press Fit Pipe A...,4.0,(74 Reviews),Partnership,"Bhiwandi,Maharashtra + 10 more",44 years old,501-1k Employees (India)
SE2 DIGITAL SERV...,3.4,(74 Reviews),LLP,"Topeka,Kansas",4 years old,51-200 Employees (India)
M Intergraph Sys...,4.1,(74 Reviews),Private,New Delhi + 4 more,33 years old,201-500 Employees (India)
Viney Corporatio...,3.7,(74 Reviews),Public,Sonipat + 8 more,34 years old,501-1k Employees (India)
Aljaber Engineer...,3.9,(74 Reviews),Private,Doha + 4 more,28 years old,5k-10k Employees (India)
VFISLK,4.0,(74 Reviews),Bengaluru/Bangalore + 2 more,1k-5k Employees (India),,
JSW Ispat Specia...,4.0,(74 Reviews),Raigarh + 6 more,1k-5k Employees (India),,
Turito,3.5,(74 Reviews),"Hyderabad,Telangana + 2 more",201-500 Employees (India),,
7Search PPC,4.8,(74 Reviews),"29079 Whitegate Highland,CA 92346 + 5 more",9 years old,201-500 Employees (India),
Sevalaya,4.7,(74 Reviews),,,,
SE2 DIGITAL SERV...,3.4,(74 Reviews),LLP,"Topeka,Kansas",4 years old,51-200 Employees (India)
Bhavna Corp.,3.4,(74 Reviews),Private,"Noida,Uttar Pradesh + 3 more",10 years old,201-500 Employees (India)
Girl Power Talk,4.8,(74 Reviews),Mohali + 1 more,4 years old,51-200 Employees (India),
Viva Composite P...,3.7,(74 Reviews),Private,"Mumbai,Maharashtra + 22 more",18 years old,51-200 Employees (India)
Isha Foundation,4.3,(74 Reviews),"Coimbatore,Tamil Nadu + 8 more",31 years old,11-50 Employees (India),
Euronet Global D...,4.3,(74 Reviews),"Leawood,Kansas + 8 more",29 years old,501-1k Employees (India),
Dsm Shared Servi...,4.2,(74 Reviews),Private,Heerlen,10k-50k Employees (Global),
Krishna Institut...,4.1,(74 Reviews),Private,"Karad,Maharashtra + 8 more",23 years old,501-1k Employees (India)
Global Talent Tr...,4.0,(74 Reviews),Private,"Pune,Maharashtra + 4 more",15 years old,51-200 Employees (India)
Scymes Services,3.8,(74 Reviews),Mumbai + 10 more,501-1k Employees (India),,
ANSYS,3.2,(74 Reviews),Private,"Canonsburg,Pennsylvania + 4 more",53 years old,501-1k Employees (India)
SKP Group,3.2,(74 Reviews),Private,Mumbai + 8 more,25 years old,1k-5k Employees (India)
Brady Corporatio...,4.2,(73 Reviews),Public,Milwaukee + 5 more,109 years old,5k-10k Employees (Global)
Tarento Technolo...,4.5,(73 Reviews),Private,Stockholm + 1 more,14 years old,201-500 Employees (India)
QUALITY EVALUATI...,3.6,(73 Reviews),Private,Bengaluru + 11 more,38 years old,201-500 Employees (India)
Dayal Group,3.9,(73 Reviews),Meerut + 17 more,44 years old,201-500 Employees (India),
Plr Projects,4.5,(73 Reviews),Hyderabad + 13 more,43 years old,201-500 Employees (India),
Aloft Hotels,3.5,(73 Reviews),"Bangalore,Karnataka + 9 more",16 years old,1-10 Employees (India),
CONFIANCE BIZSOL,3.4,(73 Reviews),"Ahmedabad,Gujarat",6 years old,51-200 Employees (India),
Mark's,4.3,(73 Reviews),Private,"Calgary,Alberta + 17 more",46 years old,1k-5k Employees (India)
Cambridge School,4.1,(73 Reviews),Private,New Delhi + 23 more,92 years old,51-200 Employees (India)
Lavya Associates...,4.3,(73 Reviews),Private,"Ludhiana,Punjab + 3 more",11 years old,51-200 Employees (India)
Life Care Logist...,3.9,(73 Reviews),Private,Indore + 12 more,25 years old,51-200 Employees (India)
EqualizeRCM Serv...,3.9,(73 Reviews),Private,Austin,19 years old,1k-5k Employees (India)
Nissin Abc Logis...,4.5,(73 Reviews),Private,Gurugram + 10 more,24 years old,51-200 Employees (India)
Mindtree Solutio...,3.8,(73 Reviews),Private,Delhi + 5 more,1-10 Employees (India),
Premium Chick Fe...,3.7,(73 Reviews),Pune + 28 more,32 years old,501-1k Employees (India),
Square Capital A...,3.0,(73 Reviews),Private,Gurgaon + 15 more,9 years old,51-200 Employees (India)
Sud Chemie,4.2,(73 Reviews),Private,New Delhi + 3 more,54 years old,501-1k Employees (India)
Medgulf Construc...,3.9,(73 Reviews),Doha + 5 more,48 years old,1k-5k Employees (Global),
ALBANY MOLECULAR...,4.5,(73 Reviews),Private,"Albany,,NY + 3 more",32 years old,201-500 Employees (India)
National Payment...,3.5,(73 Reviews),Mumbai + 6 more,1k-5k Employees (India),,
Sartorius Stedim...,4.1,(73 Reviews),Private,"Goettingen,Niedersachsen + 6 more",32 years old,201-500 Employees (India)
Empire Spices & ...,4.6,(73 Reviews),Private,"Nasik/Nashik,Maharashtra + 12 more",29 years old,501-1k Employees (India)
Mcpi,3.9,(73 Reviews),Kolkata + 1 more,26 years old,501-1k Employees (India),
Oerlikon Balzers,3.4,(73 Reviews),Pune + 9 more,29 years old,201-500 Employees (India),
Corient Business...,3.5,(73 Reviews),Coventry + 3 more,11 years old,201-500 Employees (India),
Teamglobal Logis...,3.9,(73 Reviews),Private,Mumbai + 12 more,18 years old,201-500 Employees (India)
TaeguTec,4.2,(73 Reviews),Private,Daegu + 8 more,25 years old,201-500 Employees (India)
Neo Structo Cons...,3.9,(73 Reviews),Public,"Surat,Gujarat + 7 more",38 years old,501-1k Employees (India)
Ashida Electroni...,3.4,(73 Reviews),Private,Thane + 5 more,53 years old,201-500 Employees (India)
Axtel Industries,4.0,(73 Reviews),Public,"Vadodara/Baroda,Gujrat + 1 more",32 years old,51-200 Employees (India)
Formel D,3.5,(73 Reviews),Private,Troisdorf + 7 more,30 years old,201-500 Employees (India)
UB Engineering,4.5,(73 Reviews),Public,Pune + 16 more,60 years old,51-200 Employees (India)
Indian Red Cross...,4.2,(73 Reviews),Private,New Delhi + 36 more,103 years old,201-500 Employees (India)
Jekson Vision,4.1,(73 Reviews),Private,"Ahmedabad,Gujarat + 2 more",22 years old,201-500 Employees (India)
SynapseIndia,2.4,(73 Reviews),Private,Noida,23 years old,201-500 Employees (India)
Interactive Aven...,4.0,(73 Reviews),Private,Mumbai + 4 more,17 years old,501-1k Employees (India)
AMW Motors,3.8,(73 Reviews),Private,Mumbai + 20 more,21 years old,1-10 Employees (India)
BrowserStack,3.8,(73 Reviews),Private,"Mumbai,Maharashtra + 1 more",12 years old,201-500 Employees (India)
GSS Infotech,3.4,(73 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 6 more",24 years old,51-200 Employees (India)
Mangalore Chemic...,4.2,(73 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 5 more",49 years old,501-1k Employees (India)
Windals Precisio...,4.1,(73 Reviews),Private,Mumbai + 3 more,33 years old,501-1k Employees (Global)
KTM,3.9,(73 Reviews),Private,Mattighofen + 39 more,70 years old,1k-5k Employees (India)
Banas Dairy,4.2,(73 Reviews),Private,Palanpur + 8 more,54 years old,1k-5k Employees (India)
Adhunik Power,4.1,(73 Reviews),Kolkata + 4 more,24 years old,51-200 Employees (India),
ALBANY MOLECULAR...,4.5,(73 Reviews),Private,"Albany,,NY + 3 more",32 years old,201-500 Employees (India)
Premium Chick Fe...,3.7,(73 Reviews),Pune + 28 more,32 years old,501-1k Employees (India),
Square Capital A...,3.0,(73 Reviews),Private,Gurgaon + 15 more,9 years old,51-200 Employees (India)
Sud Chemie,4.2,(73 Reviews),Private,New Delhi + 3 more,54 years old,501-1k Employees (India)
L&T Power Develo...,4.0,(73 Reviews),Private,Mumbai + 7 more,201-500 Employees (India),
Surya Food & Agr...,3.5,(73 Reviews),Private,Noida + 15 more,29 years old,1k-5k Employees (India)
Rockwell Industr...,3.9,(73 Reviews),Hyderabad + 6 more,37 years old,201-500 Employees (India),
QUALITY EVALUATI...,3.6,(73 Reviews),Private,Bengaluru + 11 more,38 years old,201-500 Employees (India)
Oerlikon Balzers,3.4,(73 Reviews),Pune + 9 more,29 years old,201-500 Employees (India),
CONFIANCE BIZSOL,3.4,(73 Reviews),"Ahmedabad,Gujarat",6 years old,51-200 Employees (India),
Prumatech Servic...,3.9,(73 Reviews),Chennai + 5 more,27 years old,11-50 Employees (India),
YCH Logistics,3.8,(73 Reviews),Private,Singapore + 16 more,68 years old,51-200 Employees (India)
Room to Read,4.2,(73 Reviews),Private,"San Francisco,California + 16 more",23 years old,201-500 Employees (India)
ADNOC Distributi...,3.8,(73 Reviews),Dubai + 7 more,50 years old,201-500 Employees (India),
Aloft Hotels,3.5,(73 Reviews),"Bangalore,Karnataka + 9 more",16 years old,1-10 Employees (India),
Sri Sai Power an...,4.0,(73 Reviews),Private,Tiruchirappalli + 12 more,10 years old,11-50 Employees (India)
Airblack,4.0,(73 Reviews),"Gurgaon/Gurugram,Haryana + 3 more",4 years old,51-200 Employees (India),
EzappSolution,4.8,(73 Reviews),Private,"Gurgaon/Gurugram,Haryana + 7 more",15 years old,51-200 Employees (India)
Aashman Foundati...,3.5,(73 Reviews),Panchkula + 12 more,1k-5k Employees (India),,
Banas Dairy,4.2,(73 Reviews),Private,Palanpur + 8 more,54 years old,1k-5k Employees (India)
Ashiana Homes,4.2,(73 Reviews),Private,"Delhi/NCR,Delhi + 4 more",44 years old,51-200 Employees (India)
Royal HaskoningD...,4.6,(73 Reviews),Private,Amersfoort + 17 more,142 years old,201-500 Employees (India)
Axtel Industries,4.0,(73 Reviews),Public,"Vadodara/Baroda,Gujrat + 1 more",32 years old,51-200 Employees (India)
Teamglobal Logis...,3.9,(73 Reviews),Private,Mumbai + 12 more,18 years old,201-500 Employees (India)
TaeguTec,4.2,(73 Reviews),Private,Daegu + 8 more,25 years old,201-500 Employees (India)
Medical Trust Ho...,4.1,(73 Reviews),Private,"Kochi/Cochin,Kerala + 15 more",50 years old,501-1k Employees (India)
BIS,4.1,(73 Reviews),Private,London + 12 more,1k-5k Employees (Global),
UB Engineering,4.5,(73 Reviews),Public,Pune + 16 more,60 years old,51-200 Employees (India)
Sree Metaliks,4.1,(73 Reviews),Public,Kolkata + 7 more,28 years old,51-200 Employees (India)
BPR Infrastructu...,3.6,(73 Reviews),Public,Hyderabad + 5 more,17 years old,201-500 Employees (India)
Rotary Engineeri...,4.3,(73 Reviews),Singapore + 6 more,51 years old,5k-10k Employees (Global),
360 Degree Cloud...,2.9,(73 Reviews),Private,"Faridabad,Haryana + 3 more",11 years old,201-500 Employees (India)
Rivulis Irrigati...,4.4,(73 Reviews),LLP,GVAT + 24 more,57 years old,201-500 Employees (India)
Mahesh Tutorials,3.3,(73 Reviews),Private,Mumbai + 9 more,35 years old,11-50 Employees (Global)
Zee News,4.3,(73 Reviews),Public,Noida + 10 more,24 years old,10k-50k Employees (India)
Alchemy Solution...,3.7,(73 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 12 more",23 years old,51-200 Employees (India)
Cybernetik Techn...,3.8,(73 Reviews),Private,Pune + 4 more,36 years old,51-200 Employees (India)
Kirloskar Ebara ...,3.7,(73 Reviews),Public,Pune + 4 more,35 years old,201-500 Employees (India)
Jekson Vision,4.1,(73 Reviews),Private,"Ahmedabad,Gujarat + 2 more",22 years old,201-500 Employees (India)
Indian Red Cross...,4.2,(73 Reviews),Private,New Delhi + 36 more,103 years old,201-500 Employees (India)
Medsource Ozone ...,3.7,(73 Reviews),Private,"Faridabad,Haryana + 14 more",20 years old,201-500 Employees (India)
KTM,3.9,(73 Reviews),Private,Mattighofen + 39 more,70 years old,1k-5k Employees (India)
Infocus Technolo...,3.2,(73 Reviews),Private,"Kolkata,West Bengal + 8 more",16 years old,11-50 Employees (India)
Formel D,3.5,(73 Reviews),Private,Troisdorf + 7 more,30 years old,201-500 Employees (India)
Neo Structo Cons...,3.9,(73 Reviews),Public,"Surat,Gujarat + 7 more",38 years old,501-1k Employees (India)
Ashida Electroni...,3.4,(73 Reviews),Private,Thane + 5 more,53 years old,201-500 Employees (India)
LNJ Bhilwara Gro...,4.0,(73 Reviews),Private,Noida + 15 more,63 years old,1k-5k Employees (India)
SynapseIndia,2.4,(73 Reviews),Private,Noida,23 years old,201-500 Employees (India)
Interactive Aven...,4.0,(73 Reviews),Private,Mumbai + 4 more,17 years old,501-1k Employees (India)
AMW Motors,3.8,(73 Reviews),Private,Mumbai + 20 more,21 years old,1-10 Employees (India)
BrowserStack,3.8,(73 Reviews),Private,"Mumbai,Maharashtra + 1 more",12 years old,201-500 Employees (India)
GSS Infotech,3.4,(73 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 6 more",24 years old,51-200 Employees (India)
Lavie World,4.2,(73 Reviews),Private,"Mumbai,Maharashtra + 15 more",13 years old,201-500 Employees (India)
Hitachi Systems,4.0,(73 Reviews),,,,
Corient Business...,3.5,(73 Reviews),Coventry + 3 more,11 years old,201-500 Employees (India),
Gurukul School,4.0,(73 Reviews),Private,"Ghaziabad,Uttar Pradesh + 25 more",21 years old,51-200 Employees (India)
Icl Fincorp,3.4,(73 Reviews),Private,"Thrissur/Trichur,Kerala + 15 more",24 years old,51-200 Employees (India)
Export Trading g...,3.4,(73 Reviews),Private,Dubai + 13 more,56 years old,5k-10k Employees (Global)
Modern Construct...,3.6,(73 Reviews),New Delhi + 14 more,47 years old,201-500 Employees (India),
Sri Sai Power an...,4.0,(73 Reviews),Private,Tiruchirappalli + 12 more,10 years old,11-50 Employees (India)
JSW Bhushan Powe...,4.1,(73 Reviews),,,,
Clarus Rcm Infot...,3.6,(73 Reviews),Hyderabad/Secunderabad + 2 more,51-200 Employees (India),,
Gurukul School,4.0,(73 Reviews),Private,"Ghaziabad,Uttar Pradesh + 25 more",21 years old,51-200 Employees (India)
Supr Infotech So...,4.3,(73 Reviews),"Bangalore,Karnataka + 12 more",501-1k Employees (India),,
Salaryfy,5.0,(73 Reviews),,,,
ZenQ,4.2,(73 Reviews),Private,"Hyderabad/Secunderabad,Telangana",20 years old,501-1k Employees (India)
ATC India Tower ...,3.9,(73 Reviews),Private,New Delhi + 23 more,16 years old,1k-5k Employees (India)
Kemin Industries,4.1,(73 Reviews),Private,Des Moines + 9 more,62 years old,201-500 Employees (India)
TVS Next,3.9,(73 Reviews),Private,New Jersey + 2 more,15 years old,201-500 Employees (India)
Vikram Hospital,3.9,(73 Reviews),Private,"Bangalore,Karnataka + 4 more",14 years old,501-1k Employees (India)
Amrit Bottlers,4.2,(73 Reviews),Private,"Faizabad,Uttar Pradesh + 7 more",41 years old,201-500 Employees (India)
Savvysoft Techno...,4.4,(73 Reviews),Private,Chicago + 3 more,24 years old,201-500 Employees (India)
Adm Agro Industr...,4.3,(73 Reviews),Private,"Decatur,Illinois + 16 more",121 years old,501-1k Employees (India)
Remsons Industri...,3.9,(72 Reviews),Public,Mumbai + 5 more,64 years old,51-200 Employees (India)
Ami Organics,4.0,(72 Reviews),Public,"Surat,Gujrat",16 years old,201-500 Employees (India)
Egon Zehnder Int...,4.1,(72 Reviews),Private,Zurich,59 years old,501-1k Employees (India)
Daksh eServices,4.0,(72 Reviews),Gurgaon/Gurugram + 8 more,501-1k Employees (India),,
DULSCO,3.9,(72 Reviews),Private,Dubai + 7 more,88 years old,501-1k Employees (Global)
Shetty Infraserv...,4.1,(72 Reviews),Private,Mumbai + 5 more,28 years old,1k-5k Employees (Global)
DSK Toyota,4.6,(72 Reviews),Pune + 5 more,23 years old,1k-5k Employees (India),
Verinite Technol...,4.0,(72 Reviews),Private,Pune,12 years old,51-200 Employees (India)
O3 Hire,4.1,(72 Reviews),Other,Ludhiana + 7 more,7 years old,51-200 Employees (India)
Kips Learning Pr...,4.6,(72 Reviews),Private,"Noida,Uttar Pradesh + 18 more",28 years old,51-200 Employees (India)
JAAC TECHNO SERV...,4.3,(72 Reviews),Vadodara + 9 more,14 years old,201-500 Employees (India),
Aero Club-Woodla...,3.7,(72 Reviews),New Delhi + 23 more,31 years old,10k-50k Employees (India),
Hotel Hindusthan...,4.1,(72 Reviews),Private,"Kolkata,West Bengal + 11 more",54 years old,501-1k Employees (Global)
Zicom Electronic...,3.6,(72 Reviews),Public,Mumbai + 11 more,29 years old,201-500 Employees (India)
Isgec Hitachi Zo...,4.1,(72 Reviews),Private,Dahej + 4 more,11 years old,201-500 Employees (India)
Velankani Electr...,3.6,(72 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 6 more",38 years old,501-1k Employees (India)
Bsa Corporation,3.9,(72 Reviews),Public,Sawardari + 12 more,23 years old,10k-50k Employees (India)
Jain Farm Fresh ...,3.5,(72 Reviews),Public,"Jalgaon,Maharashtra + 9 more",60 years old,201-500 Employees (India)
Trinity Engineer...,3.9,(72 Reviews),Private,Pune + 8 more,50 years old,201-500 Employees (India)
EPL Limited,4.0,(72 Reviews),Mumbai + 14 more,501-1k Employees (India),,
India Healthcare...,4.0,(72 Reviews),Private,Chennai + 4 more,24 years old,1k-5k Employees (Global)
Skanray Technolo...,3.7,(72 Reviews),Private,"Mysore,Karnataka + 12 more",16 years old,201-500 Employees (India)
Caparo Group,3.5,(72 Reviews),Private,London + 16 more,55 years old,51-200 Employees (India)
PFSweb,3.7,(72 Reviews),Private,Texas + 1 more,24 years old,201-500 Employees (India)
Recaero,3.8,(72 Reviews),Private,Verniolle + 3 more,32 years old,201-500 Employees (Global)
Click Labs,3.4,(72 Reviews),Private,"Chandigarh,Union Territory Of Chandigarh + 3 more",12 years old,201-500 Employees (India)
Highly Electrica...,3.4,(72 Reviews),Private,"Ahmedabad,Gujarat + 1 more",10 years old,51-200 Employees (India)
Minda Vast Acces...,4.1,(72 Reviews),Pune + 1 more,8 years old,51-200 Employees (India),
Sensiple,3.5,(72 Reviews),Private,"Iselin,New Jersey",24 years old,201-500 Employees (India)
Mahindra Aerospa...,3.4,(72 Reviews),Private,"Bangalore,Karnataka + 6 more",13 years old,201-500 Employees (India)
GETIT Infoservic...,1.7,(72 Reviews),Private,"Delhi,NCT + 18 more",37 years old,11-50 Employees (India)
Indian Register ...,3.7,(72 Reviews),Private,"Mumbai,Maharashtra + 13 more",48 years old,501-1k Employees (India)
InSync Analytics,2.8,(72 Reviews),Private,New York + 2 more,17 years old,201-500 Employees (India)
Continental Tyre...,3.8,(72 Reviews),Private,Bhopal + 12 more,31 years old,
Rhenus Logistics,4.0,(72 Reviews),Private,Holzwickede + 11 more,111 years old,51-200 Employees (India)
Windcare India,3.1,(72 Reviews),Private,Gudimangalam + 6 more,22 years old,201-500 Employees (India)
Omega,3.9,(72 Reviews),Private,Sofia + 14 more,1k-5k Employees (India),
SSP India,3.9,(72 Reviews),Private,Halifax + 7 more,21 years old,51-200 Employees (India)
Bal Bharati Publ...,4.0,(72 Reviews),Noida + 13 more,31 years old,,
SKDRDP,4.3,(72 Reviews),Daramasthala + 22 more,32 years old,,
Srijan Realty,3.7,(72 Reviews),Kolkata,20 years old,501-1k Employees (India),
Hindusthan Engi...,3.0,(72 Reviews),Kolkata + 10 more,83 years old,1k-5k Employees (India),
Sietz Technologi...,4.0,(72 Reviews),Private,Faridabad + 3 more,26 years old,201-500 Employees (India)
Desein,3.7,(72 Reviews),Private,New Delhi + 9 more,58 years old,501-1k Employees (India)
KPI Partners,3.5,(72 Reviews),Private,"Newark,CA + 2 more",17 years old,501-1k Employees (India)
SRIT,3.5,(72 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 14 more",24 years old,501-1k Employees (India)
Zifo RnD Solutio...,4.0,(72 Reviews),Private,"Chennai,Tamil Nadu",15 years old,201-500 Employees (India)
Railrestro.com,4.8,(72 Reviews),"Patna,Bihar",8 years old,51-200 Employees (India),
Birla Sun Life M...,4.0,(72 Reviews),Mumbai + 28 more,29 years old,1k-5k Employees (India),
Unimrkt Research,3.4,(72 Reviews),New York + 2 more,14 years old,201-500 Employees (India),
Stanley Lifestyl...,3.9,(72 Reviews),Public,Bengaluru + 5 more,27 years old,501-1k Employees (India)
Kabra Extrusion ...,4.0,(72 Reviews),Public,"Mumbai,Maharashtra + 7 more",61 years old,501-1k Employees (India)
Centex Exports,3.3,(72 Reviews),Private,Ludhiana,54 years old,201-500 Employees (India)
Cambata Aviation,4.7,(72 Reviews),Private,New Delhi + 5 more,69 years old,1k-5k Employees (India)
Zenith Leisure H...,3.8,(72 Reviews),New Delhi + 9 more,26 years old,51-200 Employees (India),
Fertilisers and ...,4.0,(72 Reviews),Kochi + 1 more,80 years old,501-1k Employees (India),
INFAC,3.6,(72 Reviews),Private,Songpa-gu + 3 more,54 years old,
Naresh i Technol...,4.1,(72 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 2 more",19 years old,11-50 Employees (India)
HLE Engineers,3.8,(72 Reviews),Private,Navsari + 6 more,42 years old,501-1k Employees (India)
TNEB,4.0,(72 Reviews),Private,Chennai + 15 more,66 years old,5k-10k Employees (Global)
Prabha Industrie...,3.8,(72 Reviews),Chennai + 8 more,53 years old,,
Syntel Internati...,3.8,(72 Reviews),,,,
Bundy India,4.1,(72 Reviews),Gurgaon/Gurugram + 8 more,501-1k Employees (India),,
Crest Premedia S...,3.8,(72 Reviews),Private,Pune + 1 more,17 years old,1k-5k Employees (India)
Pyramid E Servic...,3.8,(72 Reviews),Private,"New Delhi,Delhi + 11 more",18 years old,11-50 Employees (India)
H'Reck Engineers,4.1,(72 Reviews),Mumbai + 4 more,44 years old,1k-5k Employees (India),
Cp Aquaculture,4.3,(72 Reviews),Chennai + 10 more,29 years old,501-1k Employees (India),
Techahead Softwa...,3.3,(72 Reviews),Private,"Agoura Hills,California",14 years old,201-500 Employees (India)
Willowood Crop S...,4.5,(72 Reviews),Private,Kolkata + 25 more,11 years old,501-1k Employees (India)
PressureJet Syst...,4.7,(72 Reviews),Private,"Ahmedabad,Gujarat + 1 more",27 years old,51-200 Employees (India)
Newtech Medical ...,3.2,(72 Reviews),Private,Faridabad + 4 more,16 years old,51-200 Employees (India)
Primary Health C...,4.2,(72 Reviews),,,,
Believers Church...,4.2,(72 Reviews),Private,Thiruvalla + 2 more,9 years old,501-1k Employees (India)
Lark Laboratorie...,3.3,(72 Reviews),New Delhi + 6 more,44 years old,51-200 Employees (India),
Nabard Consultan...,3.8,(72 Reviews),Private,New Delhi + 18 more,20 years old,201-500 Employees (India)
AMPLUS SOLAR,4.5,(72 Reviews),"Gurgaon,Haryana + 8 more",15 years old,501-1k Employees (India),
Heureux Software...,3.4,(72 Reviews),Private,"Delhi/NCR,Delhi",8 years old,11-50 Employees (India)
Being human,4.3,(72 Reviews),Private,Mumbai + 18 more,16 years old,51-200 Employees (India)
Mechanical Contr...,3.8,(72 Reviews),Manama + 4 more,51 years old,1k-5k Employees (Global),
Apollomedics Sup...,4.0,(72 Reviews),"Lucknow,Uttar Pradesh + 1 more",12 years old,201-500 Employees (India),
Medeor,3.7,(72 Reviews),Public,"Delhi/NCR,Delhi + 5 more",19 years old,501-1k Employees (India)
